Local time,Open,High,Low,Close,Volume
09.01.2020 22:00:00.000 GMT+0300,1553.062,1554.652,1552.522,1552.922,1798550.0097
09.01.2020 23:00:00.000 GMT+0300,1552.922,1553.252,1549.985,1550.975,1282209.9924
10.01.2020 00:00:00.000 GMT+0300,1551.122,1552.822,1550.985,1552.675,528569.9964
10.01.2020 01:00:00.000 GMT+0300,1552.675,1552.675,1552.675,1552.675,0
10.01.2020 02:00:00.000 GMT+0300,1552.902,1554.152,1551.892,1552.932,743709.9814
10.01.2020 03:00:00.000 GMT+0300,1552.932,1552.932,1550.365,1552.135,975839.9725
10.01.2020 04:00:00.000 GMT+0300,1552.122,1552.125,1547.675,1548.195,1746440.053
10.01.2020 05:00:00.000 GMT+0300,1548.185,1549.515,1547.365,1549.025,1202340.0068
10.01.2020 06:00:00.000 GMT+0300,1549.015,1549.155,1546.465,1546.585,988499.999
10.01.2020 07:00:00.000 GMT+0300,1546.575,1547.585,1545.935,1547.315,554069.9959
10.01.2020 08:00:00.000 GMT+0300,1547.315,1548.915,1546.735,1548.602,709807.992
10.01.2020 09:00:00.000 GMT+0300,1548.592,1548.702,1546.412,1548.092,1303719.9974
10.01.2020 10:00:00.000 GMT+0300,1548.065,1551.945,1547.575,1550.955,2179559.9461
10.01.2020 11:00:00.000 GMT+0300,1551.005,1552.625,1550.025,1551.272,2059030.056
10.01.2020 12:00:00.000 GMT+0300,1551.265,1551.545,1548.015,1548.525,1639580.0114
10.01.2020 13:00:00.000 GMT+0300,1548.495,1549.925,1548.325,1549.035,1027539.9685
10.01.2020 14:00:00.000 GMT+0300,1549.045,1551.095,1548.192,1550.845,866699.9936
10.01.2020 15:00:00.000 GMT+0300,1550.845,1550.845,1548.945,1549.725,1028190.0167
10.01.2020 16:00:00.000 GMT+0300,1549.725,1556.730,1547.042,1548.942,6980989.933
10.01.2020 17:00:00.000 GMT+0300,1548.942,1554.695,1547.972,1553.595,6417819.9768
10.01.2020 18:00:00.000 GMT+0300,1553.572,1559.605,1553.052,1558.882,4312575.8171
10.01.2020 19:00:00.000 GMT+0300,1558.865,1561.272,1558.045,1560.165,4330790.0429
10.01.2020 20:00:00.000 GMT+0300,1560.165,1561.205,1558.215,1559.605,2451770.0672
10.01.2020 21:00:00.000 GMT+0300,1559.605,1559.695,1558.385,1558.685,1964439.9881
10.01.2020 22:00:00.000 GMT+0300,1558.685,1559.245,1558.052,1559.045,1650200.0093
10.01.2020 23:00:00.000 GMT+0300,1559.072,1560.735,1558.972,1560.445,1531389.9517
11.01.2020 00:00:00.000 GMT+0300,1560.432,1563.352,1560.432,1562.535,511054.9927
13.01.2020 02:00:00.000 GMT+0300,1562.012,1562.012,1558.195,1559.425,758679.986
13.01.2020 03:00:00.000 GMT+0300,1559.435,1560.212,1558.545,1558.835,693870.008
13.01.2020 04:00:00.000 GMT+0300,1558.835,1558.912,1554.505,1556.955,1672150.0158
13.01.2020 05:00:00.000 GMT+0300,1556.975,1557.802,1555.692,1556.352,1178660.0351
13.01.2020 06:00:00.000 GMT+0300,1556.362,1557.135,1556.062,1556.965,1221359.9682
13.01.2020 07:00:00.000 GMT+0300,1556.975,1557.065,1555.702,1555.902,354149.9972
13.01.2020 08:00:00.000 GMT+0300,1555.902,1556.615,1555.152,1555.405,670360.0287
13.01.2020 09:00:00.000 GMT+0300,1555.402,1555.725,1554.095,1555.432,1659360.0512
13.01.2020 10:00:00.000 GMT+0300,1555.422,1555.442,1552.145,1552.915,2462160.1105
13.01.2020 11:00:00.000 GMT+0300,1552.935,1553.305,1550.082,1550.582,2346519.9471
13.01.2020 12:00:00.000 GMT+0300,1550.582,1550.892,1546.702,1548.115,3272130.0125
13.01.2020 13:00:00.000 GMT+0300,1548.115,1551.712,1548.072,1551.392,1611430.0489
13.01.2020 14:00:00.000 GMT+0300,1551.382,1554.145,1550.625,1553.125,1446089.983
13.01.2020 15:00:00.000 GMT+0300,1553.122,1555.215,1552.412,1555.175,1812548.0413
13.01.2020 16:00:00.000 GMT+0300,1555.182,1556.315,1552.985,1554.905,2998359.9186
13.01.2020 17:00:00.000 GMT+0300,1554.905,1555.472,1548.865,1551.325,5862020.0157
13.01.2020 18:00:00.000 GMT+0300,1551.312,1553.535,1549.515,1551.725,4223159.79
13.01.2020 19:00:00.000 GMT+0300,1551.632,1554.172,1550.695,1550.812,2931410.0742
13.01.2020 20:00:00.000 GMT+0300,1550.825,1551.375,1549.395,1549.895,2249739.8853
13.01.2020 21:00:00.000 GMT+0300,1549.895,1550.442,1549.335,1549.732,1638990.0446
13.01.2020 22:00:00.000 GMT+0300,1549.732,1550.485,1548.392,1549.912,1276190.0425
13.01.2020 23:00:00.000 GMT+0300,1549.955,1550.692,1548.685,1548.802,1198410.0342
14.01.2020 00:00:00.000 GMT+0300,1548.812,1549.302,1548.072,1548.225,424154.9969
14.01.2020 01:00:00.000 GMT+0300,1548.225,1548.225,1548.225,1548.225,0
14.01.2020 02:00:00.000 GMT+0300,1548.662,1549.152,1545.145,1545.425,725830.0185
14.01.2020 03:00:00.000 GMT+0300,1545.445,1545.512,1541.932,1543.655,1244330.0486
14.01.2020 04:00:00.000 GMT+0300,1543.685,1543.845,1536.145,1537.845,4829160.2135
14.01.2020 05:00:00.000 GMT+0300,1537.835,1540.372,1537.725,1540.262,2150320.0531
14.01.2020 06:00:00.000 GMT+0300,1540.265,1540.732,1538.772,1539.015,1735219.9554
